INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182070446,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,464,,01/09/2018 18:00,2018,9,Saturday,18,Part One,BROOKVIEW ST,42.2887411,-71.09117797,"(42.28874110, -71.09117797)"
I182070445,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C11,359,,02/09/2018 01:27,2018,9,Sunday,1,Part Three,MELVILLE AVE,42.29380964,-71.07001148,"(42.29380964, -71.07001148)"
I182070444,3115,Investigate Person,INVESTIGATE PERSON,D14,794,,02/09/2018 01:04,2018,9,Sunday,1,Part Three,BRIGHTON AVE,42.3531512,-71.13385986,"(42.35315120, -71.13385986)"
I182070441,1402,Vandalism,VANDALISM,C6,214,,02/09/2018 00:30,2018,9,Sunday,0,Part Two,W FIFTH ST,42.3359851,-71.05008287,"(42.33598510, -71.05008287)"
I182070440,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,, ,,02/09/2018 01:01,2018,9,Sunday,1,Part Three,,-1,-1,"(-1.00000000, -1.00000000)"
I182070438,1402,Vandalism,VANDALISM,A1,72,,02/09/2018 00:32,2018,9,Sunday,0,Part Two,BOWDOIN ST,42.35832299,-71.06278436,"(42.35832299, -71.06278436)"
I182070438,423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,72,,02/09/2018 00:32,2018,9,Sunday,0,Part One,BOWDOIN ST,42.35832299,-71.06278436,"(42.35832299, -71.06278436)"
I182070437,3125,Warrant Arrests,WARRANT ARREST,E5,822,,02/09/2018 00:28,2018,9,Sunday,0,Part Three,RIDGECREST TER,42.26235312,-71.15350513,"(42.26235312, -71.15350513)"
I182070436,3115,Investigate Person,INVESTIGATE PERSON,C11,435,,02/09/2018 00:20,2018,9,Sunday,0,Part Three,DUNBAR AVE,42.28644823,-71.07117585,"(42.28644823, -71.07117585)"
I182070435,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,D14,752,,01/09/2018 23:39,2018,9,Saturday,23,Part Two,WASHINGTON ST,42.34934252,-71.16386818,"(42.34934252, -71.16386818)"
I182070434,3114,Investigate Property,INVESTIGATE PROPERTY,C11,358,,02/09/2018 00:24,2018,9,Sunday,0,Part Three,WALDECK ST,42.29786721,-71.06651934,"(42.29786721, -71.06651934)"
I182070433,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",, ,,02/09/2018 00:13,2018,9,Sunday,0,Part Three,WESTLAND,-1,-1,"(-1.00000000, -1.00000000)"
I182070432,1402,Vandalism,VANDALISM,E13,508,,01/09/2018 23:57,2018,9,Saturday,23,Part Two,HYDE PARK AVE,42.29182835,-71.11780085,"(42.29182835, -71.11780085)"
I182070430,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,, ,,02/09/2018 00:17,2018,9,Sunday,0,Part One,,42.33359095,-71.07342099,"(42.33359095, -71.07342099)"
I182070429,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,, ,,01/09/2018 23:30,2018,9,Saturday,23,Part Three,,42.33930344,-71.08032038,"(42.33930344, -71.08032038)"
I182070427,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,B3,410,,01/09/2018 23:08,2018,9,Saturday,23,Part Three,MANCHESTER ST,42.27404039,-71.07630093,"(42.27404039, -71.07630093)"
I182070426,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,, ,,01/09/2018 23:12,2018,9,Saturday,23,Part Three,,42.34917112,-71.08413075,"(42.34917112, -71.08413075)"
I182070425,3115,Investigate Person,INVESTIGATE PERSON,D14,796,,01/09/2018 23:04,2018,9,Saturday,23,Part Three,BRIGHTON AVE,42.35283155,-71.13114273,"(42.35283155, -71.13114273)"
I182070424,3301,Verbal Disputes,VERBAL DISPUTE,C11,402,,01/09/2018 22:29,2018,9,Saturday,22,Part Three,BURT ST,42.28413536,-71.06957385,"(42.28413536, -71.06957385)"
I182070421,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",D4,631,,01/09/2018 22:02,2018,9,Saturday,22,Part Three,COMMONWEALTH AVE,42.3498137,-71.10581404,"(42.34981370, -71.10581404)"
I182070419,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,, ,,01/09/2018 22:47,2018,9,Saturday,22,Part Three,,42.34529046,-71.06982967,"(42.34529046, -71.06982967)"
I182070418,3115,Investigate Person,INVESTIGATE PERSON,D4,138,,01/09/2018 22:37,2018,9,Saturday,22,Part Three,BOYLSTON ST,42.34932471,-71.08014801,"(42.34932471, -71.08014801)"
I182070417,1402,Vandalism,VANDALISM,B2,182,,01/09/2018 18:15,2018,9,Saturday,18,Part Two,MARSHFIELD ST,42.32263156,-71.06979845,"(42.32263156, -71.06979845)"
I182070416,3115,Investigate Person,INVESTIGATE PERSON,C11,242,,01/09/2018 23:07,2018,9,Saturday,23,Part Three,BAKERSFIELD ST,42.31674327,-71.06104741,"(42.31674327, -71.06104741)"
I182070415,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,938,,01/09/2018 22:35,2018,9,Saturday,22,Part Two,FIDELIS WAY,42.34531664,-71.14298078,"(42.34531664, -71.14298078)"
I182070414,613,Larceny,LARCENY SHOPLIFTING,E18,527,,01/09/2018 22:35,2018,9,Saturday,22,Part One,WOLCOTT SQ,42.23730137,-71.13232346,"(42.23730137, -71.13232346)"
I182070413,1402,Vandalism,VANDALISM,D4,144,,01/09/2018 21:41,2018,9,Saturday,21,Part Two,CLEARWAY ST,42.34522836,-71.08537838,"(42.34522836, -71.08537838)"
I182070412,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,150,,26/08/2018 15:30,2018,8,Sunday,15,Part One,COLUMBUS AVE,42.343971,-71.077475,"(42.34397100, -71.07747500)"
I182070411,613,Larceny,LARCENY SHOPLIFTING,D4,142,,01/09/2018 21:48,2018,9,Saturday,21,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I182070410,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,906,,01/09/2018 21:57,2018,9,Saturday,21,Part Three,HORAN WAY,42.32547536,-71.10253482,"(42.32547536, -71.10253482)"
I182070406,619,Larceny,LARCENY ALL OTHERS,A1,103,,01/09/2018 19:45,2018,9,Saturday,19,Part One,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)"
I182070405,724,Auto Theft,AUTO THEFT,C11,358,,01/09/2018 22:09,2018,9,Saturday,22,Part One,WASHINGTON ST,42.2956968,-71.07214055,"(42.29569680, -71.07214055)"
I182070404,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,551,,01/09/2018 21:35,2018,9,Saturday,21,Part Three,GLENDOWER RD,42.27562519,-71.13142204,"(42.27562519, -71.13142204)"
I182070402,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,225,,01/09/2018 21:11,2018,9,Saturday,21,Part One,E FOURTH ST,42.33464183,-71.04250708,"(42.33464183, -71.04250708)"
I182070400,3115,Investigate Person,INVESTIGATE PERSON,E13,639,,01/09/2018 20:47,2018,9,Saturday,20,Part Three,ROBINWOOD AVE,42.31624019,-71.11267011,"(42.31624019, -71.11267011)"
I182070399,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,,01/09/2018 21:07,2018,9,Saturday,21,Part Three,ADAMS ST,42.29681873,-71.05656121,"(42.29681873, -71.05656121)"
I182070398,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,427,,01/09/2018 19:40,2018,9,Saturday,19,Part Two,BABSON ST,42.27595146,-71.09248845,"(42.27595146, -71.09248845)"
I182070397,2660,Other,OTHER OFFENSE,E18,515,,01/09/2018 17:03,2018,9,Saturday,17,Part Two,ROBBART LN,42.24635332,-71.1136693,"(42.24635332, -71.11366930)"
I182070397,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,515,,01/09/2018 17:03,2018,9,Saturday,17,Part One,ROBBART LN,42.24635332,-71.1136693,"(42.24635332, -71.11366930)"
I182070397,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,515,,01/09/2018 17:03,2018,9,Saturday,17,Part Two,ROBBART LN,42.24635332,-71.1136693,"(42.24635332, -71.11366930)"
I182070397,1402,Vandalism,VANDALISM,E18,515,,01/09/2018 17:03,2018,9,Saturday,17,Part Two,ROBBART LN,42.24635332,-71.1136693,"(42.24635332, -71.11366930)"
I182070397,3170,Other,INTIMIDATING WITNESS,E18,515,,01/09/2018 17:03,2018,9,Saturday,17,Part Three,ROBBART LN,42.24635332,-71.1136693,"(42.24635332, -71.11366930)"
I182070396,3301,Verbal Disputes,VERBAL DISPUTE,A7,26,,01/09/2018 21:12,2018,9,Saturday,21,Part Three,BORDER ST,42.37787573,-71.03995208,"(42.37787573, -71.03995208)"
I182070395,3207,Property Found,PROPERTY - FOUND,A1,78,,01/09/2018 06:30,2018,9,Saturday,6,Part Three,BLACKSTONE ST,42.36165196,-71.05630529,"(42.36165196, -71.05630529)"
I182070393,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,416,,01/09/2018 20:10,2018,9,Saturday,20,Part Three,WILMINGTON AVE,42.28029155,-71.07220576,"(42.28029155, -71.07220576)"
I182070392,2629,Harassment,HARASSMENT,B2,239,,01/09/2018 18:46,2018,9,Saturday,18,Part Two,HAMLET ST,42.31841468,-71.06507314,"(42.31841468, -71.06507314)"
I182070392,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,239,,01/09/2018 18:46,2018,9,Saturday,18,Part Three,HAMLET ST,42.31841468,-71.06507314,"(42.31841468, -71.06507314)"
I182070391,3301,Verbal Disputes,VERBAL DISPUTE,C6,234,,01/09/2018 20:36,2018,9,Saturday,20,Part Three,E EIGHTH ST,42.33145284,-71.03686785,"(42.33145284, -71.03686785)"
I182070390,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,226,,01/09/2018 20:25,2018,9,Saturday,20,Part Two,E BROADWAY,42.33561661,-71.03641895,"(42.33561661, -71.03641895)"
I182070389,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E18,520,,01/09/2018 21:10,2018,9,Saturday,21,Part One,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I182070388,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,177,,01/09/2018 19:29,2018,9,Saturday,19,Part Two,,,,"(0.00000000, 0.00000000)"
I182070388,1874,Drug Violation,DRUGS - OTHER,C6,177,,01/09/2018 19:29,2018,9,Saturday,19,Part Two,,,,"(0.00000000, 0.00000000)"
I182070387,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,280,,01/09/2018 20:20,2018,9,Saturday,20,Part Three,WARREN ST,42.32978737,-71.08324801,"(42.32978737, -71.08324801)"
I182070386,2405,Disorderly Conduct,DISORDERLY CONDUCT,B3,469,,01/09/2018 21:00,2018,9,Saturday,21,Part Two,WALK HILL ST,42.2790573,-71.09584789,"(42.27905730, -71.09584789)"
I182070385,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,303,,01/09/2018 19:25,2018,9,Saturday,19,Part Three,W WALNUT PARK,42.31865822,-71.1006718,"(42.31865822, -71.10067180)"
I182070384,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,E18,519,,01/09/2018 20:01,2018,9,Saturday,20,Part Three,WALTER ST,42.25667872,-71.11853971,"(42.25667872, -71.11853971)"
I182070383,3201,Property Lost,PROPERTY - LOST,, ,,01/09/2018 18:50,2018,9,Saturday,18,Part Three,,42.34284919,-71.08502585,"(42.34284919, -71.08502585)"
I182070381,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,179,,01/09/2018 20:43,2018,9,Saturday,20,Part Two,GERARD ST,42.33176796,-71.07182739,"(42.33176796, -71.07182739)"
I182070381,2610,Other,TRESPASSING,B2,179,,01/09/2018 20:43,2018,9,Saturday,20,Part Two,GERARD ST,42.33176796,-71.07182739,"(42.33176796, -71.07182739)"
I182070380,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,119,,01/09/2018 20:40,2018,9,Saturday,20,Part Two,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
I182070379,2610,Other,TRESPASSING,B2,179,,01/09/2018 16:56,2018,9,Saturday,16,Part Two,GERARD ST,42.33176796,-71.07182739,"(42.33176796, -71.07182739)"
I182070377,3301,Verbal Disputes,VERBAL DISPUTE,C6,915,,01/09/2018 19:24,2018,9,Saturday,19,Part Three,E EIGHTH ST,42.33255367,-71.05064614,"(42.33255367, -71.05064614)"
I182070376,3115,Investigate Person,INVESTIGATE PERSON,A1,77,,01/09/2018 20:08,2018,9,Saturday,20,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182070375,3501,Missing Person Reported,MISSING PERSON,C11,358,,01/09/2018 19:08,2018,9,Saturday,19,Part Three,LARCHMONT ST,42.29703368,-71.06860662,"(42.29703368, -71.06860662)"
I182070375,3502,Missing Person Located,MISSING PERSON - LOCATED,C11,358,,01/09/2018 19:08,2018,9,Saturday,19,Part Three,LARCHMONT ST,42.29703368,-71.06860662,"(42.29703368, -71.06860662)"
I182070374,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,, ,,01/09/2018 19:33,2018,9,Saturday,19,Part Three,,42.33151013,-71.10958389,"(42.33151013, -71.10958389)"
I182070373,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B2,290,,01/09/2018 14:49,2018,9,Saturday,14,Part Three,MALCOLM X BLVD,42.33130111,-71.09333508,"(42.33130111, -71.09333508)"
I182070372,2647,Other,THREATS TO DO BODILY HARM,C11,344,,01/09/2018 19:23,2018,9,Saturday,19,Part Two,GENEVA AVE,42.30135087,-71.06796465,"(42.30135087, -71.06796465)"
I182070371,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,112,,01/09/2018 17:05,2018,9,Saturday,17,Part Two,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)"
I182070370,617,Larceny,LARCENY THEFT FROM BUILDING,A1,80,,01/09/2018 18:58,2018,9,Saturday,18,Part One,PRINCE ST,42.36531295,-71.05565803,"(42.36531295, -71.05565803)"
I182070368,3114,Investigate Property,INVESTIGATE PROPERTY,C11,351,,01/09/2018 19:15,2018,9,Saturday,19,Part Three,ADAMS ST,42.29963709,-71.05851176,"(42.29963709, -71.05851176)"
I182070367,3007,Medical Assistance,SUDDEN DEATH,E18,547,,01/09/2018 19:08,2018,9,Saturday,19,Part Three,ASHEVILLE RD,42.26831357,-71.12774478,"(42.26831357, -71.12774478)"
I182070366,613,Larceny,LARCENY SHOPLIFTING,A1,87,,01/09/2018 18:18,2018,9,Saturday,18,Part One,COMMERCIAL ST,42.36628674,-71.05135503,"(42.36628674, -71.05135503)"
I182070365,3115,Investigate Person,INVESTIGATE PERSON,E13,651,,31/08/2018 07:00,2018,8,Friday,7,Part Three,BOYNTON ST,42.30542129,-71.11325289,"(42.30542129, -71.11325289)"
I182070364,2647,Other,THREATS TO DO BODILY HARM,C6,185,,01/09/2018 18:41,2018,9,Saturday,18,Part Two,MASSACHUSETTS AVE,42.32198656,-71.06280666,"(42.32198656, -71.06280666)"
I182070363,3301,Verbal Disputes,VERBAL DISPUTE,B2,611,,01/09/2018 18:35,2018,9,Saturday,18,Part Three,MISSION PARK DR,42.33407624,-71.10842653,"(42.33407624, -71.10842653)"
I182070362,3301,Verbal Disputes,VERBAL DISPUTE,B3,455,,01/09/2018 18:46,2018,9,Saturday,18,Part Three,TRINITY TER,42.3013553,-71.07790746,"(42.30135530, -71.07790746)"
I182070361,3114,Investigate Property,INVESTIGATE PROPERTY,C11,355,,01/09/2018 19:17,2018,9,Saturday,19,Part Three,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
I182070360,619,Larceny,LARCENY ALL OTHERS,A1,112,,01/09/2018 16:30,2018,9,Saturday,16,Part One,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)"
I182070359,3301,Verbal Disputes,VERBAL DISPUTE,B3,406,,01/09/2018 18:32,2018,9,Saturday,18,Part Three,RIVER ST,42.27136131,-71.0810083,"(42.27136131, -71.08100830)"
I182070358,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E18,520,,01/09/2018 18:00,2018,9,Saturday,18,Other,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I182070357,2905,Violations,VAL - OPERATING WITHOUT LICENSE,E5,682,,01/09/2018 17:54,2018,9,Saturday,17,Part Two,DURNELL AVE,42.28585449,-71.13761496,"(42.28585449, -71.13761496)"
I182070357,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E5,682,,01/09/2018 17:54,2018,9,Saturday,17,Part Two,DURNELL AVE,42.28585449,-71.13761496,"(42.28585449, -71.13761496)"
I182070356,3115,Investigate Person,INVESTIGATE PERSON,E13,641,,01/09/2018 18:24,2018,9,Saturday,18,Part Three,CENTRE ST,42.31674811,-71.11356249,"(42.31674811, -71.11356249)"
I182070355,3301,Verbal Disputes,VERBAL DISPUTE,D14,938,,01/09/2018 18:14,2018,9,Saturday,18,Part Three,JETTE CT,42.3468275,-71.14319087,"(42.34682750, -71.14319087)"
I182070354,1402,Vandalism,VANDALISM,C11,462,,29/08/2018 22:00,2018,8,Wednesday,22,Part Two,BOWDOIN AVE,42.30090969,-71.07425843,"(42.30090969, -71.07425843)"
I182070353,612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,A1,117,,01/09/2018 14:20,2018,9,Saturday,14,Part One,BOYLSTON ST,42.3523411,-71.06432465,"(42.35234110, -71.06432465)"
I182070352,3410,Towed,TOWED MOTOR VEHICLE,D4,138,,01/09/2018 16:03,2018,9,Saturday,16,Part Three,NEWBURY ST,42.3494205,-71.083158,"(42.34942050, -71.08315800)"
I182070350,3115,Investigate Person,INVESTIGATE PERSON,C6,212,,01/09/2018 17:20,2018,9,Saturday,17,Part Three,DORCHESTER ST,42.33686889,-71.04379437,"(42.33686889, -71.04379437)"
I182070349,560,Other Burglary,BURGLARY - OTHER - FORCE,E18,519,,27/08/2018 19:20,2018,8,Monday,19,Part One,FAIRMOUNT AVE,42.2539599,-71.11962283,"(42.25395990, -71.11962283)"
I182070348,3115,Investigate Person,INVESTIGATE PERSON,D14,786,,01/09/2018 17:55,2018,9,Saturday,17,Part Three,COMMONWEALTH AVE,42.34251263,-71.14363495,"(42.34251263, -71.14363495)"
I182070347,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,332,,01/09/2018 16:42,2018,9,Saturday,16,Part Three,GLEN ST,42.31282319,-71.06746355,"(42.31282319, -71.06746355)"
I182070346,619,Larceny,LARCENY ALL OTHERS,B2,587,,31/08/2018 19:00,2018,8,Friday,19,Part One,BURNEY ST,42.33188687,-71.0995439,"(42.33188687, -71.09954390)"
I182070344,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,563,,01/09/2018 17:34,2018,9,Saturday,17,Part Three,FAWNDALE RD,42.29011783,-71.12187904,"(42.29011783, -71.12187904)"
I182070343,2647,Other,THREATS TO DO BODILY HARM,B3,406,,29/08/2018 11:50,2018,8,Wednesday,11,Part Two,SOUTHMERE RD,42.27038654,-71.08451378,"(42.27038654, -71.08451378)"
I182070342,381,Robbery,ROBBERY - CAR JACKING,E18,490,,01/09/2018 17:05,2018,9,Saturday,17,Part One,CUMMINS HWY,42.27645319,-71.11297971,"(42.27645319, -71.11297971)"
I182070342,2647,Other,THREATS TO DO BODILY HARM,E18,490,,01/09/2018 17:05,2018,9,Saturday,17,Part Two,CUMMINS HWY,42.27645319,-71.11297971,"(42.27645319, -71.11297971)"
I182070341,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",, ,,01/09/2018 17:32,2018,9,Saturday,17,Part Two,,42.29013465,-71.08624927,"(42.29013465, -71.08624927)"
I182070340,613,Larceny,LARCENY SHOPLIFTING,B2,311,,01/09/2018 16:23,2018,9,Saturday,16,Part One,BLUE HILL AVE,42.3160569,-71.07820017,"(42.31605690, -71.07820017)"
I182070339,3402,Service,ANIMAL INCIDENTS,D14,795,,01/09/2018 17:52,2018,9,Saturday,17,Part Three,ALLSTON ST,42.35042346,-71.13638086,"(42.35042346, -71.13638086)"
I182070338,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D14,939,,01/09/2018 17:18,2018,9,Saturday,17,Other,FANEUIL ST,42.35555336,-71.15274721,"(42.35555336, -71.15274721)"
I182070337,3115,Investigate Person,INVESTIGATE PERSON,B2,282,,01/09/2018 17:48,2018,9,Saturday,17,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182070335,1402,Vandalism,VANDALISM,C6,206,,01/09/2018 17:02,2018,9,Saturday,17,Part Two,SLEEPER ST,42.35217524,-71.04913425,"(42.35217524, -71.04913425)"
I182070334,724,Auto Theft,AUTO THEFT,B2,326,,01/09/2018 16:24,2018,9,Saturday,16,Part One,BLUE HILL AVE,42.31162834,-71.08094294,"(42.31162834, -71.08094294)"
I182070333,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,, ,,01/09/2018 16:45,2018,9,Saturday,16,Part Three,,42.31190268,-71.08073292,"(42.31190268, -71.08073292)"
I182070332,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,908,,01/09/2018 17:05,2018,9,Saturday,17,Part Two,SHANDON RD,42.29505434,-71.08904077,"(42.29505434, -71.08904077)"
I182070331,724,Auto Theft,AUTO THEFT,C11,235,,01/09/2018 16:15,2018,9,Saturday,16,Part One,CARSON ST,42.3197573,-71.05428941,"(42.31975730, -71.05428941)"
I182070330,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,E5,558,,01/09/2018 15:00,2018,9,Saturday,15,Part Three,HEATHCOTE ST,42.28166155,-71.12591039,"(42.28166155, -71.12591039)"
I182070329,3115,Investigate Person,INVESTIGATE PERSON,C11,257,,01/09/2018 17:13,2018,9,Saturday,17,Part Three,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I182070328,3115,Investigate Person,INVESTIGATE PERSON,E5,822,,20/08/2018 12:00,2018,8,Monday,12,Part Three,EDGEMERE RD,42.25867638,-71.15116479,"(42.25867638, -71.15116479)"
I182070327,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,680,,01/09/2018 16:21,2018,9,Saturday,16,Part Two,WASHINGTON ST,42.28537376,-71.12928626,"(42.28537376, -71.12928626)"
I182070327,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E5,680,,01/09/2018 16:21,2018,9,Saturday,16,Part Two,WASHINGTON ST,42.28537376,-71.12928626,"(42.28537376, -71.12928626)"
I182070327,1815,Drug Violation,DRUGS - POSSESSION,E5,680,,01/09/2018 16:21,2018,9,Saturday,16,Part Two,WASHINGTON ST,42.28537376,-71.12928626,"(42.28537376, -71.12928626)"
I182070326,1402,Vandalism,VANDALISM,E5,682,,31/08/2018 16:30,2018,8,Friday,16,Part Two,WALWORTH ST,42.2821665,-71.13732337,"(42.28216650, -71.13732337)"
I182070325,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,434,,01/09/2018 16:41,2018,9,Saturday,16,Part Two,THETFORD AVE,42.28465991,-71.07839997,"(42.28465991, -71.07839997)"
I182070325,2647,Other,THREATS TO DO BODILY HARM,B3,434,,01/09/2018 16:41,2018,9,Saturday,16,Part Two,THETFORD AVE,42.28465991,-71.07839997,"(42.28465991, -71.07839997)"
I182070324,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,192,,01/09/2018 15:59,2018,9,Saturday,15,Part One,MOHAWK ST,42.3289371,-71.05571742,"(42.32893710, -71.05571742)"
I182070323,613,Larceny,LARCENY SHOPLIFTING,D4,129,,01/09/2018 15:53,2018,9,Saturday,15,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)"
I182070322,3125,Warrant Arrests,WARRANT ARREST,B2,280,,01/09/2018 16:04,2018,9,Saturday,16,Part Three,WARREN ST,42.32902469,-71.08341505,"(42.32902469, -71.08341505)"
I182070321,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,231,,01/09/2018 16:18,2018,9,Saturday,16,Part Three,SWALLOW ST,42.33362325,-71.0301924,"(42.33362325, -71.03019240)"
I182070319,3125,Warrant Arrests,WARRANT ARREST,B2,238,,01/09/2018 16:06,2018,9,Saturday,16,Part Three,QUINCEFIELD ST,42.31873011,-71.06660708,"(42.31873011, -71.06660708)"
I182070318,3410,Towed,TOWED MOTOR VEHICLE,D4,144,,01/09/2018 13:57,2018,9,Saturday,13,Part Three,SAINT GERMAIN ST,42.34571916,-71.08562464,"(42.34571916, -71.08562464)"
I182070317,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,456,,01/09/2018 14:43,2018,9,Saturday,14,Part Two,GREENWOOD ST,42.3008484,-71.07982055,"(42.30084840, -71.07982055)"
I182070316,3410,Towed,TOWED MOTOR VEHICLE,, ,,01/09/2018 15:00,2018,9,Saturday,15,Part Three,,42.35491419,-71.14414913,"(42.35491419, -71.14414913)"
I182070315,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,288,,31/08/2018 19:00,2018,8,Friday,19,Part Three,ROXBURY ST,42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
I182070314,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,317,,01/09/2018 15:07,2018,9,Saturday,15,Part Three,HUMBOLDT AVE,42.31262432,-71.08991596,"(42.31262432, -71.08991596)"
I182070313,3410,Towed,TOWED MOTOR VEHICLE,D14,783,,01/09/2018 13:18,2018,9,Saturday,13,Part Three,GORDON ST,42.34966796,-71.13995527,"(42.34966796, -71.13995527)"
I182070312,3115,Investigate Person,INVESTIGATE PERSON,A7,29,,01/09/2018 15:00,2018,9,Saturday,15,Part Three,MAVERICK SQ,42.36943145,-71.03917179,"(42.36943145, -71.03917179)"
I182070311,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,116,,01/09/2018 14:30,2018,9,Saturday,14,Part Three,OXFORD ST,42.35193461,-71.06048592,"(42.35193461, -71.06048592)"
I182070310,3301,Verbal Disputes,VERBAL DISPUTE,B3,442,,01/09/2018 13:50,2018,9,Saturday,13,Part Three,BROWNING AVE,42.29415023,-71.08175047,"(42.29415023, -71.08175047)"
I182070309,361,Robbery,ROBBERY - OTHER,D4,151,,01/09/2018 15:00,2018,9,Saturday,15,Part One,BERKELEY ST,42.3460551,-71.07050669,"(42.34605510, -71.07050669)"
I182070309,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,151,,01/09/2018 15:00,2018,9,Saturday,15,Part Two,BERKELEY ST,42.3460551,-71.07050669,"(42.34605510, -71.07050669)"
